Year,EBROMId,Market,EBROM,Volume
2024,50001411,Canary Islands,CORONAS CLASICO KS SOF 20 (-),14271
2024,60122986,Taiwan,MEVIUS E-9 KS BOX 20 (-),24798
2024,60240186,Greece,ASSOS BLUE KS BOH 40 (-),399
2024,60207313,Chile,MARLBORO CRAFTED BLUE KS BOX 20 (-),22388
2024,60127867,Mexico,BENSO CRYSBLUE MNT 100 BOX 20 SLI (-),67942
2024,60223290,Indonesia,ARES MIND LTK BOX 12 (-),240447
2024,60242784,Hong Kong,STELLAR PFF1 KS BOX 20 (-),597
2024,60054443,Dem. Rep. of Congo,PALL MALL GREEN MNT KS SOF 20 (-),135936
2024,50048981,Portugal,KARELIA WHITE KS RCB 20 (-),15079
2024,60223544,Kyrgyzstan,WINSTON SPARKLE MIX KS DSP 20 SLI (-),4160
2024,60129937,France,WINSTON BLUE 100 BOX 20 (-),126349
2024,60199263,Macau,KENT S SERIES SPARK 1 MNT 100 BOX 20 SSL (-),2109
2024,50060040,Malta,KARELIA SLIMS MNT 100 BOX 20 SSL (-),1862
2024,60210511,Indonesia,GEO KRETEK NF KS BOX 12 (-),291734
2024,60075883,Tanzania,MASTER (RED) KS SOF 20 (-),292234
2024,50002386,Japan,URUMA LS SOF 20 (-),11190
2024,60236111,Egypt,MARLBORO RED 3.5 KS BOX 20 (-),2709251
2024,60039837,Turkey,MONTE CARLO SLENDER BLUE KS BOX 20 SLI (-),29058
2024,50046643,Ireland,SILK CUT (SILVER) KS OCT 20 (-),61905
2024,60211996,Kyrgyzstan,ESSE SECRET 100 BOX 20 SSL (-),143
2024,60211417,Macau,LUCKY STRIKE HMB5 MNT KS BOX 20 (-),203
2024,60277238,Serbia,PARLIAMENT SOHOSIL LTK DSP 20 SLI (-),10120
2024,60231199,Russia,CORSET MELANGE 100 NSB 20 SSL (-),276
2024,60162606,Greece,WEST ORIGINAL (SILVER) KS BOX 20 (-),4639
2024,60236199,Russia,5TH STREET KS OCT 20 (-),96
2024,50068071,Serbia,KARELIA SLIMS(CR 100 BOX 20 XSL (-),80483
2024,50066160,Japan,NATURAL AMERICAN SPIRIT (BLUE) KS BOX 20 (-),17
2024,60256561,Russia,PRESTIGE ORIGINALNYE KS FLP 20 (-),493
2024,60119108,Kyrgyzstan,MEVIUS SKY BLUE KS RCB 20 (-),6
2024,60239584,Russia,MAXIM KS RCB 20 (-),302
2024,60230553,Mongolia,STARS DARK 100 BOX 20 SSL (-),7
2024,60055864,Slovak Republic,RGD BLUE 100 BOX 20 (-),5559
2024,60137902,Kazakhstan,CAMEL COMPACT SILVER KS DSP 20 SLI (-),59
2024,60212673,Canada,ROTHMANS STANDARD SPECIAL RS S&S 20 (-),205
2024,60169118,Iraq,ROTHMANS DEMI (BLUE) KS BOX 20 (-),5615
2024,60135756,Canada,BENSON & HEDGES DELUXBLE 100 RCB 20 SLI (-),3
2024,60230624,Russia,GOLD MILL BLUE KS RCB 20 (-),3762
2024,60281161,Ukraine,KENT MODE D SERIES SILVER KS DSP 20 SLI (-),5371
2024,50032130,Poland,25 CZERWONE KS SOF 25 (-),273
2024,60096060,Turkey,ROTHMANS N-RANGE KS DSP 20 SSL (-),13
2024,60272443,Georgia,LINCOLN COMPACT BLUE KS RCB 20 SLI (-),8103
2024,60038240,Japan,KENT 3 100 RCB 20 (-),353264
2024,60199193,Taiwan,P&S BLUE KS RCB 20 (-),90589
2024,60280659,Bosnia & Herz.,DAVIDOFF ROSE 100 DHX 20 SSL (-),941
2024,60243287,Costa Rica,L&M SAMBA SPLASH MNT 100 BOX 20 (-),603
2024,60281106,Iraq,WINSTON NANO WHITE KS DSP 20 SSL (-),514
2024,50070063,Russia,YAVA KLASSICHESKAYA KS BOX 20 (BAT/ST.PETERSBURG),105
2024,60207145,Bulgaria,L&M LOFT (BLUE) LTK DSX 20 SLI (-),1
2024,60276371,Eswatini,CHESTERFIELD TUNED AQUA KS RCB 20 (-),6
2024,60274890,Israel,MARLBORO TOUCH XL LTK BEV 20 SLI (-),5206
2024,60233238,Canary Islands,MARLBORO RED 3.5 KS BOB 25 (-),1644
2024,60247089,Brazil,DUNHILL ONE SILVER KS RCB 20 (-),77016
2024,60163055,Macau,MARLBORO (RED FWD) KS BOS 20 (-),12593
2024,60121135,Norway,PRINCE DOUBLE CLICK KS BOX 20 (-),7
2024,60056986,Colombia,MARLBORO BLUE ICE MNT KS BOX 20 (-),130
2024,50014979,Dominican Republic,LIDER KS SOF 10 (-),79277
2024,60199259,Hong Kong,WIN RED FINEST KS BOX 20 (-),1040
2024,60207809,Romania,SOBRANIE CW LTK BOX 20 SSL (-),4535
2024,60207131,Kyrgyzstan,L&M LOUNGE BLUE 100 DSP 20 SSL (-),4176
2024,60130788,Estonia,MARLBORO WHITE (2.0) KS RCB 20 (-),6011
2024,60163078,Singapore,L&M CHILL MNT KS BOS 20 (-),29357
2024,50065743,Australia,JOHN PLAYER SPECIAL BLUE KS BOX 25 (-),45272
2024,60195851,Germany,L&M RED LABEL (5.0 CFB) 100 BOX 20 (-),14288
2024,60098427,Canada,JOHN PLAYER STANDARD QUEBEC KS PSB 25 (-),27416
2024,50069237,Kuwait,DAVIDOFF ONE 100 DHX 20 SSL (-),21051
2024,60183291,Bulgaria,LD LINE PINK 100 BOX 20 XSL (-),408
2024,60214430,Lebanon,MARLBORO FINE TOUCH 3.5 KS DSP 20 SLI (-),379390
2024,60199048,Germany,PALL MALL AUTTOBBL KS BOX 26 (-),17349
2024,60166939,Turkish Cyprus,KENT D-RANGE SWITCH KS RCB 20 SLI (-),27216
2024,60256924,Romania,KENT LUMINA 94S QSL LTK RCB 20 (-),99880
2024,60276394,Australia,JOHN PLAYER SPECIAL CLASSBLU KS BOX 20 (-),3610
2024,60195547,Costa Rica,PALL MALL CLICK & ON 100 BOX 20 (-),38938
2024,50071728,Burundi,MADISON KS BOX 20 (-),312660
2024,60196483,Canada,PLAYER'S SMOOTH KS BOX 20 (-),8020
2024,60256403,Germany,ELIXYR RED KS BOX 49 (-),45810
2024,60046016,Canada,EXPORT A MEDIUM RS OCT 25 (-),135868
2024,60195866,Russia,CAMOUFLAGE RED KS RCB 20 (-),62
2024,60210359,Azores,ROTHMANS KS BOX 20 (-),764
2024,50055603,Hong Kong,DUNHILL RED KS BOX 20 (-),2589
2024,60207232,Kazakhstan,ESSE EXCHANGE M 100 BOX 20 SSL (-),357291
2024,60078163,Armenia,ROTHMANS OFLODE(B KS RCB 20 SLI (-),14362
2024,60135630,Kazakhstan,LD IMPULSE 100 DSP 20 SSL (-),134
2024,60046996,Indonesia,IN MILD MENTHOL MNT LTK BOX 16 SLI (-),210583
2024,60205950,Canada,JOHN PLAYER BOLD KS BOX 25 (-),24803
2024,60040501,Georgia,SOBRANIE LONDON BLUE KS OCT 20 (-),82900
2024,60095975,Slovenia,PHILIP MORRIS SUPREME 100 RCB 20 (-),19721
2024,50033030,Cyprus,VOGUE BLEUE 100 BOX 20 SSL (-),4584
2024,60062815,Russia,PEPE RICH GREEN KS BOX 20 (-),11019
2024,60272979,Iraq,MARLBORO VISTARE MNT KS DSP 20 SSL (-),17914
2024,60238099,Bangladesh,CAMEL DARK BLUE KS BOX 20 (-),26376
2024,60235687,Poland,KENT BLUE KS BOX 20 (-),57636
2024,60071197,Luxembourg,LUCKY STRIKE CLICROLF MNT KS BOX 20 (-),24835
2024,60241411,Armenia,HATIS BLACK SEA KS RCB 20 SLI (-),59
2024,60256765,Macau,SHENGSHI CHENXIANG KS BOX 20 SSL (-),28
2024,60137917,Argentina,ROTHMANS CLICK (BLUE) KS SOF 20 (-),133268
2024,60207359,Russia,MANITOU GOLD KS BOX 20 (-),119
2024,60077474,Netherlands,LUCKY STRIKE ADDFREEB KS BOX 20 (-),37635
2024,60099680,Philippines,MARLBORO KS BOX 20 (-),19731
2024,60127721,Hungary,CHESTERFIELD BLUE 100 BOX 20 (-),9373
2024,60273393,Belgium,L&M BLUE LABEL (5.0 CWB) KS 6XL 45 (-),32362
2024,50041233,Corsica,ROYALE LTK BOX 20 (-),19
2024,50051153,Italy,NATURAL AMERICAN SPIRIT YELLO KS SOF 20 (-),10307
2024,60186035,Switzerland,PARISIENNE JAUNE KS RCB 20 (-),347623
2024,50037056,Venezuela,BELMONT (MEDIUM BLUE) RS SOF 10 (-),237666
2024,60186023,Indonesia,VIGOR KRETEK NF LS BOX 12 (-),778346
2024,50069644,Andorra,AUSTIN RED KS BOX 20 (-),68487
2024,60240851,Ukraine,LUCKY STRIKE BLSERAMB KS RCB 20 SLI (-),9457
2024,50036480,Turkish Cyprus,DUNHILL KS BOX 20 (-),6810
2024,60240937,Czech Republic,MARLBORO CRAFTED(RED) 100 BOX 21 (-),14946
2024,50066025,Ukraine,CAPRI BIANCO 100 BOX 20 SSL (-),179857
2024,60259246,Taiwan,WEST RED 30 KS BOX 30 (-),17274
2024,50024569,Bulgaria,ROTHMANS 100 BOX 20 (-),93982
2024,60231788,Germany,MARLBORO RED 3.5 KS BOX 20 (-),836308
2024,60038055,Russia,SOBRANIE LONDON (BLACK) 100 DSP 20 SSL (-),4024
2024,60206781,Kuwait,MARLBORO (MARLBORO) KS BOS 20 (-),430818
2024,60209867,Russia,ESQUIRE SKY TITLE KS RCB 20 SLI (-),416
2024,60256767,Thailand,SMS WAVE RED 7.1 KS SOF 20 SLI (-),7488
2024,60125813,Czech Republic,VICEROY PLUS (SILVER) KS RCB 20 (-),1018
2024,60199411,Bulgaria,SOBRANIE REFINE CHROME 100 OCT 20 SLI (-),93481
2024,60056124,Australia,JOHN PLAYER SPECIAL RED KS BOX 40 (-),19464
2024,60062880,Luxembourg,MAYA BLUE KS BOX 20 (-),4114
2024,50073730,Other South Pacific,PALL MALL MNT KS BOX 20 (-),116476
2024,60241422,Armenia,HATIS WHITE MOON 100 RCB 20 SSL (-),45
2024,60238540,Armenia,MORION MILD BLUE 100 OCT 20 XSL (-),1085
2024,60206271,Bulgaria,DUNHILL SIGNATURE NO 36 100 BOX 20 XSL (-),36663
2024,60207396,Kazakhstan,LD SPARKLING JAZZ KS DSP 20 SLI (-),4
2024,60136671,Hungary,CAMEL MENTOL MNT KS CUR 20 (-),661
2024,60236327,Czech Republic,MARLBORO RED 3.5 KS BOB 22 (-),18343
2024,60096261,Malaysia,MARLBORO BLMEN2.0 MNT KS BOS 20 (-),37206
2024,60169948,Namibia,BENSON & HEDGES SWITCH (BLUE) KS RCB 20 (-),1679
2024,60211418,Macau,LUCKY STRIKE DC NOVELTY 5 MNT KS BOX 20 (-),342
2024,60212713,Canada,NEXT Q C SPECIALE KS S&S 25 (-),101870
2024,60136691,Hungary,AUSTIN BLUE 100 BOX 20 (-),84383
2024,60210650,Hong Kong,BOHEM JUICY WHISKY MNT KS BOX 20 (-),4
2024,60166510,Russia,SOBRANIE COLOURS 100 SHO 20 (-),5892
2024,60230563,Mongolia,LD CLUB COMPACT PLUS KS DSP 20 SLI (-),84
2024,50081587,Albania,TROKADERO SLIMS BLUE 100 BOX 19 XSL (-),38750
2024,60131211,Sweden,WINSTON CLASSIC (RED) KS RCB 20 (-),143858
2024,50061997,Bulgaria,KARELIA SLIMS(CR 100 BOX 20 XSL (-),473659
2024,60237703,Armenia,MARLBORO CRAFTED 2.0 GOLD 100 BOX 20 XSL (-),9070
2024,50003032,Gabon,FINE KS BOX 20 (-),61610
2024,60195714,Spain Mainland,HORIZON BEIGE KS BOX 20 (-),4351
2024,60122784,Greece,GKAS SUPVI(OR KS BOX 20 (-),62004
2024,60212108,Russia,CHAPMAN CLASSIC KS DSP 20 SSL (-),33118
2024,60038090,Dem. Rep. of Congo,TUMBACO (WHITE) KS SOF 20 (-),982920
2024,60078595,Pakistan,MARLBORO RED (UPGRADE) KS BOX 20 (-),337
2024,60199501,Lithuania,KENT MODE KS BOX 20 (-),6292
2024,60055630,Armenia,KARELIA OME (WHITE) 100 LSB 20 SSL (-),15283
2024,60126381,Kuwait,L&M DOUBLE FORWARD KS RCS 20 (-),3254
2024,60169098,Iraq,KENT HDI SILVER KS RCB 20 SLI (-),93336
2024,50060050,Malta,KARELIA (LIGHT GREEN) 100 BOX 20 SSL (-),283
2024,60237892,Netherlands,MARLBORO CRAFTED 2.0 RED KS BOB 24 (-),2148
2024,60279275,Russia,RICHARD YELLOW KS RCB 20 SLI (-),256
2024,60127761,Germany,MOHAWK CLASSIC BLUE KS BOX 20 (-),5827
2024,60278713,Germany,L&M BLUE LABEL (5.1 CFB) KS BOB 22 (-),31453
2024,60210506,Switzerland,MARLBORO MICBEY25 100 BOX 20 SSL (-),3407
2024,60275792,Japan,MEVIUS RICH KS SOF 20 (-),36957
2024,60135935,Netherlands,GAULOISES BLONDES (BLUE) KS BOX 26 (-),33069
2024,60236296,Kyrgyzstan,ESSE SHC KS DSP 20 SSL (-),2367
2024,60209348,Algeria,DAVIDOFF EVOLVE BLUE KS RCB 20 (-),937
2024,60123473,Australia,ROTHMANS SILVER KS BOX 40 (-),5153
2024,60230496,Singapore,MEVIUS IMMB MNT KS BOX 20 (-),1
2024,60234437,Uzbekistan,DUNHILL PREMIUM BLUE KS RCB 20 (-),1929
2024,60061965,Thailand,WINSTON CLASSIC KS BOX 20 (-),14
2024,60196558,Canada,JOHN PLAYER PLUS X-SMOOTH KS BOX 25 (-),19
2024,60257406,Lebanon,JADE LA ROSE 100 DSP 20 SSL (-),10
2024,50081513,Malaysia,DUNHILL CAPSULE MNT KS OCT 20 (-),23018
2024,60214156,Russia,WINSTON SPARKLE MIX KS DSP 20 SLI (-),499
2024,60205782,Turkey,MARLBORO TOUCH KS RCB 20 (-),2057162
2024,50072524,Caribbean Other,VICEROY KS BOX 20 (-),9735
2024,50040271,Norway,PRINCE RICH TASTE 100 BOX 20 (-),1691
2024,60197218,Lithuania,CHESTERFIELD BLUE (4.0) KS RCB 20 (-),62519
2024,60209368,Botswana,CHESTERFIELD BLUE (4.0) KS RCB 20 (-),91
2024,60238493,Italy,BASE BLUE KS BOX 20 (-),95
2024,60056265,Kyrgyzstan,WINSTON XS BLUE KS DSP 20 SSL (-),27510
2024,60164978,Romania,MARLBORO FILTER PLUS (FWD) 100 BOX 20 (-),11832
2024,60124849,Hong Kong,MEVIUS PRMNOPY8 MNT KS RCB 20 (-),1944
2024,50071642,Lesotho,DUNHILL RED KS BOX 20 (-),216
2024,60210440,Romania,DUNHILL SIGNATURE WHITE LTK BOX 20 SLI (-),20204
2024,50072577,Macau,PALL MALL BLUE KS BOX 20 (-),2429
2024,60122186,Andorra,LUCKY STRIKE DOUBLE CLICK WILD KS BOX 20 (-),8432
2024,50023339,Luxembourg,DAVIDOFF GOLD LTK OCT 20 (-),8610
2024,60214642,Kazakhstan,BLOOMING BLUE 100 BOX 20 SSL (-),1166
2024,50049991,Canary Islands,STERLING KS BOX 20 (-),5230
2024,60242329,Thailand,BLACK JACK C MNT RS BOX 20 (-),520
2024,50004546,Italy,LINDA KS BOX 20 (-),49717
2024,60127982,Reunion,MARLBORO RED 100 BOX 20 (-),2580
2024,60061754,Georgia,KENT ISWITCH KS RCB 20 (-),54105
2024,60168044,Czech Republic,HB (BLUE) KS BOX 22 (-),13728
2024,60130265,Moldova,BOMOND ORIGINAL KS BOX 20 (-),20167
2024,60127394,France,PUEBLO ORANGE KS BOX 20 (-),6635
2024,60072127,Luxembourg,JOHN PLAYER SPECIAL BLUE KS BOX 30 (-),14301
2024,60236122,Taiwan,MARLBORO RED 3.5 KS BOX 20 (-),207349
2024,50080872,Russia,DAVIDOFF SLIMS CLASSIC 100 OCT 20 SSL (-),45410
2024,60256386,UAE,ESSE CHDOAPMA 100 BOX 20 SSL (-),452
2024,50072465,Bangladesh,JOHN PLAYER GOLD LEAF SMOOTH KS BOX 20 (-),25062
2024,50071277,Yemen,PALL MALL KS BOX 20 (-),1180188
2024,60214470,El Salvador,MARLBORO FOREST FUSION MNT 100 BOX 20 (-),26699
2024,60170040,Eswatini,WINSTON SLIDE BLUE KS SPA 20 (-),50
2024,60136058,Hungary,ROTHMANS OF LONDON (BLUE) KS OCT 20 (-),8372
2024,60119396,India,WILLS CLASSIC BALANCED TASTE KS OCT 20 (-),1110569
2024,60257299,United Kingdom,BENSON & HEDGES DUAL KS BOX 20 (-),14542
2024,60247173,Spain Mainland,ELIXYR RED KS BOX 22 (-),9950
2024,60123904,Germany,GIANTS RED KS BOX 20 (-),53317
2024,60129777,Taiwan,ESSE GRAPE 100 BOX 20 SSL (-),42023
2024,60234436,Uzbekistan,LUCKY STRIKE ORIGINAL BLUE KS RCB 20 SLI (-),43921
2024,60210398,Poland,WINSTON GREEN 100 BOX 20 (-),489745
2024,60164819,Corsica,JOHN PLAYER SPECIAL FIRFINOI KS BOX 20 (-),1930
2024,60212139,Armenia,THE ONE BLUE KS BOX 20 SSL (-),5198
2024,60049492,Caribbean Other,CHE (RED) KS BOX 20 (-),1240
2024,50042374,Switzerland,MAROCAINE (BEIGE) KS SOF 20 (-),8350
2024,60167662,Russia,21 VEK SILVER KS RCB 20 (-),12
2024,60230328,Russia,LUCKY STRIKE XL PURPLE LTK OCT 20 SLI (-),150496
2024,60124812,Germany,WEST SILVER 100 BOX 20 (-),6444
2024,60136626,Nigeria,ACE MENTHOL MNT KS BOX 20 (-),235130
2024,60188235,South Africa,STUYVESANT EVOLVE GOLD KS RCB 20 (-),20889
2024,60275804,Cambodia,L&M RED LABEL (5.0 CWB) KS BOX 20 (-),22366
2024,60234890,Australia,HARMONY BY CHOICE RED KS BOX 20 (-),8725
2024,60078973,Spain Mainland,BLACK DEVIL PINK KS BOX 20 (-),904
2024,60214174,Germany,LUCKY STRIKE AUTTOBBL KS BOX 22 (-),42279
2024,50050292,Japan,LARK SUPER MILDS 100 BOX 20 (-),120134
2024,60165260,Russia,KISS BROWN EFFECT 100 BOX 20 SSL (-),9
2024,60052744,Morocco,MARQUISE MEDIUM KS BOX 20 (-),157
2024,60169772,Botswana,BENSON & HEDGES SWITCH (BLUE) KS RCB 20 (-),101
2024,60256335,Russia,TIP TOP WILD RUBY 100 RCB 20 SSL (-),2402
2024,60079026,Italy,ROTHMANS OF LONDON (RED) KS SOF 20 (-),18326
2024,60057422,Albania,PHILIP MORRIS SLIMS 100 BOX 20 XSL (-),762
2024,60184736,Kyrgyzstan,LD CLUB COMPACT BRONZE KS DSP 20 SLI (-),5984
2024,60165336,France,CORSET WHITE A PORTER 100 NSB 20 SSL (-),3224
2024,60231933,Croatia,CHESTERFIELD ORIGINAL (4.0) KS RCB 20 (-),35119
2024,60126735,Australia,ROTHMANS BLUEFIRM KS BOX 40 (-),10937
2024,60195888,Japan,PHILIP MORRIS 10 KS BOX 20 (-),345747
2024,60234218,Korea,MEVIUS ICE STORM MNT KS RCB 20 (-),72227
2024,60198919,Indonesia,AROMA BOLD KS BOX 12 (-),252073
2024,60223244,Russia,PEPPELL LUXURY BLACK 100 BOX 20 SSL (-),23296
2024,50037500,PRC,PRIDE (BLUE-WHITE) KS BOX 20 (-),29347918
2024,60238048,Saudi Arabia,GITANES RED KS RCB 20 (-),7086
2024,50073719,Other South Pacific,DORAL MNT 100 SOF 20 (-),2698
2024,60078173,Austria,PUEBLO (ORANGE) KS BOX 20 (-),5382
2024,60127132,Germany,CABINET ORIGINAL KS BOX 21 (-),48527
2024,60168719,Russia,HARVEST RED KS BOX 20 (-),872
2024,60196412,Hong Kong,DIAMOND DE GOLD C 12 KS BOX 20 (-),85
2024,60135619,Romania,KENT CORE (WHITE) LTK RCB 20 SLI (-),62238
2024,60240844,Uruguay,JAMAICA KS BOX 20 (-),4107
2024,50028770,Iran,KENT BLUE 8 KS RCB 20 (-),278208
2024,50064925,Austria,PEPE EASY GREEN KS BOX 20 (-),6108
2024,50005431,Luxembourg,GITANES BLEU RS S&S 20 (-),2338
2024,60235543,Qatar,MARLBORO RED 3.5 KS BOS 20 (-),49214
2024,60079013,Vietnam,SAIGON (BLUE) KS BOX 20 (-),227293
2024,60231721,Russia,THE KING PCP KS RCB 20 SLI (-),1974
2024,60117996,Ukraine,KENT NANOTEK SILVER KS DSP 20 SSL (-),326551
2024,60056266,Kyrgyzstan,WINSTON XS SILVER KS DSP 20 SSL (-),28981
2024,60238135,Philippines,MARLBORO CRAFTED ICE MNT KS BOX 20 (-),391891
2024,60038304,Poland,LD BLUE 100 DSP 20 SSL (-),546861
2024,60276017,Lebanon,MARLBORO RED 3.5 KS BOX 20 (-),24718
2024,60165076,Taiwan,KENT 1 100 RCB 20 (-),1006
2024,60258150,Germany,WEST SILVER KS BOX 43 (-),52731
2024,60246665,Austria,LUCKY STRIKE ORIGINAL KS BOX 26 (-),29490
2024,60212115,Russia,M1 SILVER KS DSP 20 SSL (-),115
2024,60136799,Russia,KENT NANO MIX KS DSP 20 SSL (-),1006949
2024,60205972,Latvia,LD OPTION 100 DSP 20 (-),14034
2024,60258644,Russia,MARBLE FILTER DE LUX KS S&S 20 (-),693
2024,60278834,Germany,PARAMOUNT RED KS BOX 31 (-),129887
2024,60185605,Burkina Faso,ORIS DOUBLE APPLE 100 BOX 20 SLI (-),683532
2024,60099738,Iceland,MARLBORO ICE BLAST (2.0) MNT KS BOX 20 (-),3354
2024,60135652,Hungary,MATRIX BLUELINE KS RCB 20 (-),53248
2024,50075271,Gambia,CAMEL LIGHTS KS BOX 20 (-),622
2024,50072379,Caribbean Other,LUCKY STRIKE ORIGINAL SILVER KS BOX 20 (-),2182
2024,60169573,Japan,PIANISSIMO LUCIAMEN MNT 100 RCB 20 SLI (-),6004
2024,50016551,Denmark,SKJOLD ROED KS BOX 20 (-),41652
2024,60037356,UAE,WILLS NAVY CUT (RED) KS BOX 20 (-),19814
2024,60127140,Germany,FAIRPLAY (RED) KS BOX 20 (-),3077
2024,60211193,Paraguay,MARLBORO EXOTIC FUSION KS BOX 20 (-),5
2024,50040105,Ecuador,LARK KS BOX 10 (-),114898
2024,50064817,Andorra,GAULOISES BLONDES (ORANGE) KS BOX 20 (-),872
2024,50040272,Norway,PRINCE GOLDEN TASTE 100 BOX 20 (-),10194
2024,60162017,Lithuania,CHESTERFIELD COMPACT BLUE KS RCT 20 SLI (-),16432
2024,60165962,Belgium,CAMEL (BLUE) KS BOX 35 (-),43795
2024,60230168,Germany,GAULOISES BLONDES RED KS BOX 36 (-),2
2024,60258059,Norway,MARLBORO FINE BEYOND MNT 100 BOX 20 SSL (-),743
2024,60119457,North Macedonia,WEST RED KS SOF 19 (-),4063
2024,60124476,Russia,BONKS (BLUE) KS BOX 20 (-),899
2024,60212689,Canada,NEXT SELECT RS S&S 20 (-),28345
2024,60211934,Uzbekistan,PALL MALL DUBAI NIGHTS KS RCB 20 SLI (-),229837
2024,60165012,Slovenia,WEST ORIGINAL MNT KS BOX 20 (-),34
2024,60137391,Oman,CHESTERFIELD ORIGINAL (4.0) KS RCS 20 (-),774
2024,60231992,Qatar,CHESTERFIELD REMIX2 (4.0) KS RCS 20 (-),36500
2024,60163964,Russia,RICHMOND GENTLEMAN KS RCB 20 (-),1
2024,50034641,Slovenia,WEST ONE KS BOX 20 (-),20797
2024,60095487,Colombia,LUCKY STRIKE SILVER KS BOX 20 (-),20
2024,60169078,Poland,WINSTON BLUE 100 BOX 20 SSL (-),1735206
2024,60243387,Canada,BENSON & HEDGES SELECT KS S&S 25 (-),958
2024,60124740,Germany,CAMEL BLUE KS BOX 21 (-),2208
2024,60210412,Macau,LIQUN GOLD KS BOX 20 (-),3
2024,50041830,New Zealand,WINFIELD (RED) KS BOX 20 (-),1941
2024,60198970,Germany,LUCKY STRIKE AUTTOBBL KS BOX 24 (-),90070
2024,60196469,Canada,JOHN PLAYER PLUS SMOOTH RS BOX 20 (-),53
2024,50048647,Turkey,MURATTI ROSSO KS RCB 20 (-),2919173
2024,50054607,Israel,20/40 ROCKETS KS BOX 40 (-),3493
2024,60280768,Indonesia,GUDANG GARAM INTERNATIONAL NF KS BOX 12 (-),4351
2024,60279576,Indonesia,DJARUM BLACK ICE TEA MNT LTK BOX 12 SLI (-),11912
2024,50073856,Other South Pacific,DUNHILL PREMIER KS BOX 25 (-),7554
2024,60079200,South Africa,ROTHMANS LONDON (SILVER) KS RCB 20 (-),14748
2024,60098467,Slovenia,BENSON & HEDGES BLUE 100 BOX 20 (-),18851
2024,60188299,Germany,DENIM RED KS BOX 29 (-),27786
2024,60163725,Armenia,ARARAT PRO KS BOX 20 SLI (-),11792
2024,50011636,Ivory Coast,CRAVEN A LIGHTS KS BOX 20 (-),186333
2024,60055015,Bosnia & Herz.,DAVIDOFF GOLD LTK OCT 20 (-),55536
2024,50050066,Turkish Cyprus,LAMBERT & BUTLER KS BOX 20 (-),854
2024,60121179,Japan,PEACE LIGHTS KS OCT 20 (-),787168
2024,60258164,Germany,WINSTON BLACK KS BOX 43 (-),133339
2024,60240754,Germany,JOHN PLAYER SPECIAL RED KS BOX 55 (-),18753
2024,50039398,Chile,PALL MALL 7 KS OCT 10 (-),85584
2024,50081256,Turkey,WINNER SLIMS DORE 100 BOX 20 XSL (-),281
2024,60278730,Madeira,MARLBORO CRAFTED(RED) KS BOX 20 (-),4265
2024,60119235,India,GOLD FLAKE (BLUE) KS OCT 10 (-),2786050
2024,60135200,New Zealand,HORIZON KINGSIZE KS BOX 20 (-),25615
2024,60122972,South Africa,VOYAGER (WHITE) KS BOX 20 (-),1121
2024,60163923,Latvia,ROTHMANS OF LONDON RED 100 OCT 20 (-),19656
2024,60198926,Hong Kong,RAISON SUN & MOON MNT KS BOX 20 (-),140
2024,60207669,Russia,JADE COMPACT PURPLE KS RCB 20 SLI (-),22
2024,60170080,Netherlands,KENT SURROUND (BROWN) KS BOX 35 (-),108162
2024,60256700,Bulgaria,DUNHILL EVOQUE BRONZE 100 RCB 20 XSL (-),19502
2024,60136703,Hungary,LD (ORANGE) 100 RCB 20 SSL (-),44556
2024,60164014,Corsica,WINSTON AUTHENTIC KS BOX 20 (-),54
2024,60196976,Russia,CARDINAL GOLD KS RCB 20 (-),592
2024,50034103,South Africa,REMBRANDT VAN RIJN KS SHO 20 (-),4219
2024,60246494,Russia,SI AROMA BROWN 100 BOX 20 SSL (-),3889
2024,60119448,India,GOLD FLAKE KS RCB 10 (-),5385243
2024,60246894,Germany,L&M RED LABEL (5.0 CFB) KS 9XL 76 (-),140681
2024,60256868,Ukraine,WINSTON GREEN SUPERLINE 100 DSP 20 SSL (-),168530
2024,60124345,Mexico,BENSO CRYSTALV MNT 100 BOX 20 SLI (-),337356
2024,60205298,Belarus,ROTHMANS DEMI BLUE KS RCB 20 SLI (-),191531
2024,60258636,Israel,L&M BLUE SELECTION KS RCB 20 (-),255
2024,60047127,Caribbean Other,BENSON & HEDGES (RED) KS BOX 10 (-),12889
2024,60123471,Chile,LUCKY STRIKE DOUBLE CLICK WILD KS BOX 20 (-),114595
2024,60137291,Lebanon,GAULOISES BLONDES (ORANGE) KS RCB 20 (-),30525
2024,50019675,Italy,DAVIDOFF GOLD LTK OCT 20 (-),50981
2024,60125275,Italy,MARLBORO MIX KS BOX 20 (-),253051
2024,60074051,Honduras,BELMONT BOOST MNT KS BOX 20 (-),64435
2024,60230224,Mongolia,CAMEL YELLOW KS RCB 20 (-),11
2024,50017302,Russia,OPAL KS BOX 20 (METATABAK/PODOLSK),2537
2024,60058152,Honduras,DUNHILL SWITCH (BLUE) KS OCS 20 (-),4131
2024,60272966,Romania,PALL MALL CLASSIC BLACK 100 BOX 20 SSL (-),279668
2024,50068742,Morocco,MONTE CARLO LIGHTS KS BOX 20 (-),89712
2024,60205351,Belarus,KENT FEEL AROMA KS DSP 20 SSL (-),291263
2024,60258965,Romania,KENT MODE KOMET AZURE LTK RCB 20 (-),65051
2024,60164040,Slovenia,MARLBORO FINE TOUCH (2.5) KS RCT 20 SLI (-),162566
