Location,DF_Market,Flavor,Taste,Thickness,Length,DF_Vol,Real_So_Segment,Ideal_So_Segment,Delta_SoS
Kralendijk (Bonaire),Caribbean Other,Regular,Lights,SLI,KS,0.000000,0.000000000000,0.001262137495,0.001262137495
Oulu,Finland,Regular,Full Flavor,STD,REGULAR SIZE,0.000000,0.000000000000,0.006174481397,0.006174481397
Chubu,Japan,Regular,1mg,STD,100,0.000000,0.000000000000,0.015733237155,0.015733237155
Guiyang Longdongbao,China,Menthol Caps,Full Flavor,STD,100,0.000000,0.000000000000,0.004515632128,0.004515632128
Yiwu,China,Regular,Lights,SSL,100,0.000000,0.000000000000,0.001992011952,0.001992011952
Netaji Subhash Chandra Bose International Airport,India,Regular,1mg,STD,KS,0.000000,0.000000000000,0.005287391758,0.005287391758
Maastricht - Aachen,Netherlands,Regular,Full Flavor,STD,REGULAR SIZE,0.000000,0.000000000000,0.003103905048,0.003103905048
Haugesund,Norway,Regular,Full Flavor,STD,REGULAR SIZE,0.000000,0.000000000000,0.005448781694,0.005448781694
Rzeszow,Poland,Regular,Lights,STD,KS,0.000000,0.000000000000,0.263269560232,0.263269560232
Tokyo - Haneda,Japan,Menthol,Lights,STD,KS,0.000000,0.000000000000,0.015829102479,0.015829102479
Gran Canaria,Canary Islands,Regular,Full Flavor,SLI,KS,64202.400000,0.235567446823,0.005357277157,-0.230210169666
Asuncion Silvio Petterossi,Paraguay,Regular,Lights,STD,KS,0.000000,0.000000000000,0.089968156874,0.089968156874
Kualanamu,Indonesia,Regular,Full Flavor,STD,KS,0.000000,0.000000000000,0.267789749882,0.267789749882
Paphos,Cyprus,Regular,Lights,SSL,100,0.000000,0.000000000000,0.037294744117,0.037294744117
London City,Great Britain,Regular,Ultralights,SSL,100,0.000000,0.000000000000,0.001688426131,0.001688426131
Doha,Qatar,Regular,Lights,STD,LONG SIZE,0.000000,0.000000000000,0.007446038492,0.007446038492
Mitilini,Greece,Regular,Lights,STD,100,13.000000,0.040803515380,0.063228752467,0.022425237087
Bologna,Italy,Menthol Caps,Full Flavor,SLI,KS,0.000000,0.000000000000,0.001076408882,0.001076408882
Malmo,Sweden,Menthol Caps,Lights,STD,KS,0.000000,0.000000000000,0.003074414545,0.003074414545
Jaipur,India,Regular,Ultralights,SSL,100,0.000000,0.000000000000,0.001274742580,0.001274742580
Fes,Morocco,Menthol,Full Flavor,SSL,100,2391.308000,0.025381331121,0.000608997265,-0.024772333856
Chengdu Tianfu,China,Regular,Full Flavor,SLI,KS,0.000000,0.000000000000,0.002603004635,0.002603004635
Bridgetown,Barbados,Regular,Lights,STD,REGULAR SIZE,0.000000,0.000000000000,0.007368164081,0.007368164081
La Palma,Canary Islands,Regular,Lights,STD,REGULAR SIZE,0.000000,0.000000000000,0.001207470587,0.001207470587
Niigata,Japan,Regular,1mg,STD,100,0.000000,0.000000000000,0.017174830615,0.017174830615
Cairns,Australia,Menthol Caps,Ultralights,STD,KS,0.000000,0.000000000000,0.004043278466,0.004043278466
Almaty,Kazakhstan,Regular,Lights,SLI,100,0.000000,0.000000000000,0.005629455398,0.005629455398
Changzhou Benniu,China,Regular,1mg,STD,KS,0.000000,0.000000000000,0.013215566310,0.013215566310
Guilin Liangjiang,China,Menthol Caps,Lights,SLI,LONGER THAN KS,0.000000,0.000000000000,0.003099191220,0.003099191220
Tampa,United States,NTD,Lights,STD,100,0.000000,0.000000000000,0.001409261556,0.001409261556
Detroit,United States,Regular,Full Flavor,STD,100,0.000000,0.000000000000,0.045622717278,0.045622717278
Seattle,United States,Regular,Full Flavor,STD,KS,0.000000,0.000000000000,0.450374505740,0.450374505740
Punta Cana - Higuey,Dominican Republic,Regular,Lights,STD,KS,3390.200000,0.014296027541,0.168503303743,0.154207276202
Santander,Spain,Regular,Full Flavor,SSL,100,0.000000,0.000000000000,0.032807094945,0.032807094945
Qingdao Liuting,China,Menthol,Lights,STD,KS,0.000000,0.000000000000,0.042379484275,0.042379484275
Tirana,Albania,Regular,Lights,SSL,100,0.000000,0.000000000000,0.018655683185,0.018655683185
Norwich,Great Britain,Regular,Lights,SSL,100,0.000000,0.000000000000,0.005734268833,0.005734268833
Split,Croatia,Regular,Ultralights,SSL,100,0.000000,0.000000000000,0.002038852763,0.002038852763
Istanbul Europe Airport,Turkey,Regular,Ultralights,SSL,100,0.000000,0.000000000000,0.006771301763,0.006771301763
Komatsu,Japan,Regular,Full Flavor,STD,KS,69.400000,0.715463917526,0.430595384271,-0.284868533255
Abu Dhabi,United Arab Emirates,Regular,Lights,STD,LONG SIZE,0.000000,0.000000000000,0.004670088958,0.004670088958
Glasgow Prestwick,Great Britain,Regular,Full Flavor,SLI,LONGER THAN KS,0.000000,0.000000000000,0.001808501923,0.001808501923
Abu Dhabi,United Arab Emirates,Regular,Full Flavor,SSL,KS,0.000000,0.000000000000,0.004441049042,0.004441049042
Mahon Airport,Spain,Regular,Lights,STD,100,624.800000,0.012516025641,0.052639054556,0.040123028915
Mahon Airport,Spain DP,Regular,Lights,STD,100,624.800000,0.012516025641,0.052639054556,0.040123028915
Phoenix,United States,Regular,Full Flavor,STD,LONGER THAN KS,0.000000,0.000000000000,0.001383149197,0.001383149197
Tel-Aviv,Israel,Menthol Caps,Full Flavor,SLI,KS,0.000000,0.000000000000,0.029617550507,0.029617550507
St. Maarten Princess Juliana,Saint Marteen (NL),Menthol,Full Flavor,STD,100,0.000000,0.000000000000,0.001894978445,0.001894978445
Shenyang Taoxian,China,Regular,Full Flavor,STD,REGULAR SIZE,0.000000,0.000000000000,0.003274223516,0.003274223516
Salt Lake City,United States,NTD,Full Flavor,SLI,100,0.000000,0.000000000000,0.001554837129,0.001554837129
Mactan,Philippines,Menthol,Full Flavor,SLI,100,0.000000,0.000000000000,0.001221058141,0.001221058141
Yingsheng,China,Menthol,Full Flavor,SLI,KS,0.000000,0.000000000000,0.002204453766,0.002204453766
Xiamen Gaoqi,China,NTD,Ultralights,STD,KS,0.000000,0.000000000000,0.002164604453,0.002164604453
Arkhangelsk,Russia,Menthol Caps,Full Flavor,SSL,KS,0.000000,0.000000000000,0.011758352239,0.011758352239
Miyazaki,Japan,Menthol Caps,Lights,STD,KS,0.000000,0.000000000000,0.006473195715,0.006473195715
Mendoza,Argentina,Menthol Caps,Ultralights,STD,100,0.000000,0.000000000000,0.012434373419,0.012434373419
Zagreb,Croatia,Regular,Full Flavor,SSL,100,0.000000,0.000000000000,0.051871276573,0.051871276573
Min Vody,Russia,Regular,Full Flavor,SLI,100,0.000000,0.000000000000,0.012023411586,0.012023411586
Almeria,Spain,Regular,Full Flavor,SLI,KS,322.800000,0.037594335228,0.008101959602,-0.029492375626
Almeria,Spain DP,Regular,Full Flavor,SLI,KS,322.800000,0.037594335228,0.008101959602,-0.029492375626
USA- Airports,United States,Regular,Ultralights,STD,KS,0.000000,0.000000000000,0.059589866015,0.059589866015
Leeds Bradford,Great Britain,Regular,Lights,STD,100,32.000000,0.002793296089,0.079240161629,0.076446865540
Bromma,Sweden,Regular,Lights,STD,100,0.000000,0.000000000000,0.056403867612,0.056403867612
Bordeaux,France,Menthol Caps,Lights,STD,KS,0.000000,0.000000000000,0.001623533521,0.001623533521
Liberia,Costa Rica,Regular,Lights,SLI,KS,0.000000,0.000000000000,0.005724567087,0.005724567087
Salalah,Oman,Regular,Lights,SLI,KS,0.000000,0.000000000000,0.016882624439,0.016882624439
Santiago De Compostela,Spain,Menthol,Full Flavor,SSL,100,0.000000,0.000000000000,0.001116070814,0.001116070814
Orenburg,Russia,Regular,Full Flavor,STD,KS,0.000000,0.000000000000,0.167200501602,0.167200501602
Naha,Japan,Regular,1mg,STD,LONGER THAN KS,0.000000,0.000000000000,0.002171394942,0.002171394942
Juanda,Indonesia,Regular,Lights,SLI,KS,0.000000,0.000000000000,0.005452946408,0.005452946408
Ufa,Russia,NTD,Full Flavor,SLI,KS,0.000000,0.000000000000,0.001060271686,0.001060271686
Chania,Greece,Regular,Lights,SLI,LONGER THAN KS,0.000000,0.000000000000,0.002223237285,0.002223237285
Aalborg,Denmark,Regular,1mg,STD,100,0.000000,0.000000000000,0.002257923479,0.002257923479
Taichung,Taiwan,Menthol Caps,Full Flavor,SLI,KS,173.668000,0.009435081119,0.004118660415,-0.005316420704
Tokyo - Narita,Japan,Regular,Ultralights,STD,LONG SIZE,0.000000,0.000000000000,0.002076831689,0.002076831689
Moscow - Vnukovo,Russia,Regular,Full Flavor,STD,KS,10622.000000,0.586967573661,0.196020645517,-0.390946928144
Tampa,United States,Regular,Ultralights,STD,100,0.000000,0.000000000000,0.001565664511,0.001565664511
Baghdad,Iraq,Regular,Full Flavor,SSL,100,0.000000,0.000000000000,0.055259307064,0.055259307064
Gaziantep Airport,Turkey,Regular,Ultralights,STD,LONGER THAN KS,0.000000,0.000000000000,0.001603375691,0.001603375691
Pengsheng,China,Regular,Ultralights,STD,KS,0.000000,0.000000000000,0.045408611763,0.045408611763
Jersey,Great Britain,Menthol,Full Flavor,STD,KS,0.000000,0.000000000000,0.005810986455,0.005810986455
Thessaloniki,Greece,Regular,Full Flavor,SSL,KS,0.000000,0.000000000000,0.001694351402,0.001694351402
Chattrapati Shivaji,India,Menthol Caps,Full Flavor,STD,REGULAR SIZE,0.000000,0.000000000000,0.065420075908,0.065420075908
Acapulco,Mexico,Regular,Ultralights,STD,KS,0.000000,0.000000000000,0.012146480420,0.012146480420
Yangon,Myanmar,Regular,Lights,SLI,KS,0.000000,0.000000000000,0.052058050326,0.052058050326
Abuja,Nigeria,Menthol Caps,Lights,STD,KS,0.000000,0.000000000000,0.016622680351,0.016622680351
Belize City,Belize,NTD,Full Flavor,SLI,100,0.000000,0.000000000000,0.001417706011,0.001417706011
Jieyang Chaoshan,China,NTD,Lights,STD,KS,0.000000,0.000000000000,0.001414459702,0.001414459702
Dresden,Germany,Regular,Lights,STD,LONGER THAN KS,0.000000,0.000000000000,0.004981769254,0.004981769254
Shymkent,Kazakhstan,Regular,Lights,SLI,100,0.000000,0.000000000000,0.004887887119,0.004887887119
Sanya Fenghuang,China,NTD,Full Flavor,STD,LONGER THAN KS,0.000000,0.000000000000,0.001987543999,0.001987543999
Acapulco,Mexico,Regular,Full Flavor,MAG,REGULAR SIZE,0.000000,0.000000000000,0.001262294113,0.001262294113
Busan - Kimhae,South Korea,Regular,Full Flavor,STD,100,0.000000,0.000000000000,0.059935797505,0.059935797505
San Sebastian,Spain,Regular,Full Flavor,STD,100,0.000000,0.000000000000,0.143298196378,0.143298196378
Kutaisi,Georgia,Regular,Full Flavor,STD,REGULAR SIZE,0.000000,0.000000000000,0.007652040724,0.007652040724
Turku,Finland,Regular,Ultralights,STD,100,0.000000,0.000000000000,0.001971710997,0.001971710997
Santo Domingo Las Americas,Dominican Republic,Regular,Full Flavor,SSL,100,1040.400000,0.016250410009,0.003348265412,-0.012902144597
Salt Lake City,United States,Regular,Full Flavor,STD,LONG SIZE,0.000000,0.000000000000,0.003641243365,0.003641243365
Guatemala City,Guatemala,Regular,Ultralights,STD,KS,0.000000,0.000000000000,0.016442503649,0.016442503649
Moscow - Sheremetyevo,Russia,Regular,Lights,SSL,100,0.000000,0.000000000000,0.022351126924,0.022351126924
Los Cabos,Mexico,Menthol,Full Flavor,STD,KS,2985.800000,0.187963487567,0.002171728686,-0.185791758881
Cozumel,Mexico,Regular,Lights,STD,LONG SIZE,0.000000,0.000000000000,0.093577034219,0.093577034219
Pula,Croatia,Regular,Full Flavor,SSL,KS,0.000000,0.000000000000,0.008788107805,0.008788107805
Skelleftea,Sweden,Regular,Lights,STD,100,0.000000,0.000000000000,0.087089976796,0.087089976796
Djibouti,Djibouti,Menthol Caps,Full Flavor,STD,REGULAR SIZE,0.000000,0.000000000000,0.001289858904,0.001289858904
Belfast,Great Britain,Regular,Ultralights,SSL,100,0.000000,0.000000000000,0.001806308417,0.001806308417
Iloilo,Philippines,Menthol,Full Flavor,STD,KS,0.000000,0.000000000000,0.008020638312,0.008020638312
Cancun,Mexico,NTD,Full Flavor,SLI,100,0.000000,0.000000000000,0.002560258591,0.002560258591
Hrabrovo,Kaliningrad,Regular,Full Flavor,STD,100,0.000000,0.000000000000,0.078761756422,0.078761756422
Tirana,Albania,Regular,Lights,STD,LONGER THAN KS,0.000000,0.000000000000,0.001544467185,0.001544467185
Mykonos,Greece,Regular,Lights,STD,LONGER THAN KS,0.000000,0.000000000000,0.009518604781,0.009518604781
Belgrade,Serbia,Regular,Ultralights,SLI,KS,0.000000,0.000000000000,0.002976697757,0.002976697757
A Coruna,Spain,Regular,Ultralights,SLI,KS,0.000000,0.000000000000,0.001020223340,0.001020223340
Aomori,Japan,Menthol Caps,Full Flavor,STD,100,0.000000,0.000000000000,0.012979281162,0.012979281162
Sanaa,Yemen,Menthol,Full Flavor,SSL,REGULAR SIZE,0.000000,0.000000000000,0.003047986671,0.003047986671
Shanghai Pudong,China,Menthol Caps,Full Flavor,SSL,100,0.000000,0.000000000000,0.006958404989,0.006958404989
Munich,Germany,Regular,Ultralights,STD,100,0.000000,0.000000000000,0.003009940727,0.003009940727
Paphos,Cyprus,Regular,Ultralights,STD,100,0.000000,0.000000000000,0.014313282064,0.014313282064
Tokyo - Haneda,Japan,Regular,Full Flavor,STD,KS,216001.800000,0.561410229953,0.353497474767,-0.207912755186
Johannesburg,South Africa,Regular,Lights,STD,KS,859.000000,0.030852003764,0.144489490398,0.113637486634
Karachi,Pakistan,Regular,Full Flavor,STD,LONG SIZE,0.000000,0.000000000000,0.006580888692,0.006580888692
Dubai,United Arab Emirates,Menthol Caps,Full Flavor,STD,KS,29578.800000,0.001845345904,0.014710031197,0.012864685293
Asmara,Eritrea,Menthol Caps,Full Flavor,STD,KS,0.000000,0.000000000000,0.002991996830,0.002991996830
Leipzig,Germany,Regular,Ultralights,SSL,100,0.000000,0.000000000000,0.001707458886,0.001707458886
Viracopos,Brazil,NTD,Full Flavor,STD,KS,0.000000,0.000000000000,0.011962736966,0.011962736966
Incheon,South Korea,Regular,Full Flavor,STD,LONGER THAN KS,0.000000,0.000000000000,0.026837053062,0.026837053062
Taipei - Taoyuan,Taiwan,Menthol,Full Flavor,SSL,100,359392.153000,0.052738032255,0.003707412977,-0.049030619278
Taichung,Taiwan,Regular,Full Flavor,SLI,KS,0.000000,0.000000000000,0.021958582303,0.021958582303
Hangzhou Xiaoshan,China,Menthol Caps,Lights,SSL,100,0.000000,0.000000000000,0.003022935093,0.003022935093
Jeju,South Korea,NTD,Lights,STD,KS,0.000000,0.000000000000,0.005129657010,0.005129657010
Fukuoka,Japan,Regular,Full Flavor,STD,LONGER THAN KS,0.000000,0.000000000000,0.015999180169,0.015999180169
Hangzhou Xiaoshan,China,Menthol Caps,1mg,STD,KS,0.000000,0.000000000000,0.008398282234,0.008398282234
Hebei,China,NTD,Ultralights,STD,KS,0.000000,0.000000000000,0.001385906939,0.001385906939
Montevideo,Uruguay,Regular,1mg,STD,LONG SIZE,0.000000,0.000000000000,0.033763625360,0.033763625360
Larnaca,Cyprus,Regular,Full Flavor,STD,REGULAR SIZE,0.000000,0.000000000000,0.005177799363,0.005177799363
Rotterdam,Netherlands,Regular,Full Flavor,STD,100,0.000000,0.000000000000,0.027710865956,0.027710865956
Saint Lucia,Caribbean Other,Regular,Full Flavor,STD,100,0.000000,0.000000000000,0.099388342837,0.099388342837
Montpellier,France,Regular,Ultralights,STD,100,0.000000,0.000000000000,0.001476533521,0.001476533521
Seattle,United States,Regular,Ultralights,STD,LONGER THAN KS,0.000000,0.000000000000,0.001297489747,0.001297489747
Freeport,Bahamas,Menthol,Full Flavor,STD,KS,0.000000,0.000000000000,0.002126394541,0.002126394541
London Luton,Great Britain,Regular,Full Flavor,SSL,KS,0.000000,0.000000000000,0.004075345219,0.004075345219
Lille,France,Regular,Lights,STD,100,0.000000,0.000000000000,0.022336628829,0.022336628829
Glasgow,Great Britain,Regular,Full Flavor,STD,LONGER THAN KS,0.000000,0.000000000000,0.002438538924,0.002438538924
Almaty,Kazakhstan,Regular,Full Flavor,STD,REGULAR SIZE,0.000000,0.000000000000,0.016150708781,0.016150708781
Qingdao Liuting,China,Menthol Caps,Lights,STD,KS,0.000000,0.000000000000,0.017496205695,0.017496205695
Bamako,Mali,Menthol Caps,Lights,STD,KS,0.000000,0.000000000000,0.001205829517,0.001205829517
Novosibirsk,Russia,Regular,Lights,STD,REGULAR SIZE,0.000000,0.000000000000,0.003196725957,0.003196725957
Beauvais,France,Regular,Lights,SLI,LONGER THAN KS,0.000000,0.000000000000,0.005018946581,0.005018946581
Recife,Brazil,Menthol Caps,Ultralights,STD,100,0.000000,0.000000000000,0.001406424442,0.001406424442
Moscow - Domodedovo,Russia,Regular,Full Flavor,STD,100,387.200000,0.095813124814,0.017945664382,-0.077867460432
Antalya Airport,Turkey,Regular,Full Flavor,STD,REGULAR SIZE,0.000000,0.000000000000,0.003048385978,0.003048385978
Ancona,Italy,Regular,Full Flavor,STD,LONG SIZE,0.000000,0.000000000000,0.003095962055,0.003095962055
Thessaloniki,Greece,Regular,Full Flavor,SLI,KS,2833.200000,0.236454524150,0.008299799441,-0.228154724709
Kumamoto,Japan,Regular,Full Flavor,STD,KS,0.000000,0.000000000000,0.440878214420,0.440878214420
Chicago,United States,Menthol Caps,Full Flavor,STD,KS,0.000000,0.000000000000,0.013938824394,0.013938824394
Bordeaux,France DP,Regular,Full Flavor,SLI,LONGER THAN KS,0.000000,0.000000000000,0.001488204239,0.001488204239
Berlin Tegel,Germany,Regular,Full Flavor,STD,100,0.000000,0.000000000000,0.058381220148,0.058381220148
Trabzon Airport,Turkey,Menthol Caps,Full Flavor,STD,REGULAR SIZE,0.000000,0.000000000000,0.005117332944,0.005117332944
Haikou Meilan,China,Menthol,Full Flavor,STD,100,0.000000,0.000000000000,0.007041171838,0.007041171838
Cayenne,French Guyana,Menthol,Full Flavor,STD,100,29.800000,0.004597488352,0.000019904617,-0.004577583735
Asuncion Silvio Petterossi,Paraguay,Menthol Caps,Lights,STD,KS,0.000000,0.000000000000,0.098138250768,0.098138250768
Tokyo - Narita,Japan,Regular,1mg,STD,100,0.000000,0.000000000000,0.013588837031,0.013588837031
Vientiane,Laos,NTD,Full Flavor,SSL,KS,0.000000,0.000000000000,0.004058404834,0.004058404834
Kristiansand,Norway,Regular,Full Flavor,STD,100,0.000000,0.000000000000,0.047946948012,0.047946948012
Strasbourg,France,Regular,Full Flavor,STD,KS,181.400000,0.342781557067,0.551166254474,0.208384697407
Strasbourg,France DP,Regular,Full Flavor,STD,KS,181.400000,0.342781557067,0.551166254474,0.208384697407
Sao Paulo - Guarulhos,Brazil,Menthol,Lights,STD,KS,0.000000,0.000000000000,0.001973629346,0.001973629346
Samara,Russia,Menthol Caps,Full Flavor,STD,KS,0.000000,0.000000000000,0.007305449189,0.007305449189
Lille,France DP,Menthol Caps,Full Flavor,STD,KS,0.000000,0.000000000000,0.002353286998,0.002353286998
Dresden,Germany,Menthol Caps,Full Flavor,STD,KS,0.000000,0.000000000000,0.003433453333,0.003433453333
Sihanoukville,Cambodia,Regular,Ultralights,SSL,100,0.000000,0.000000000000,0.002806763215,0.002806763215
Espargos,Cape Verde,Regular,Full Flavor,SLI,LONGER THAN KS,0.000000,0.000000000000,0.001279568917,0.001279568917
Tokyo - Haneda,Japan,NTD,Full Flavor,STD,100,0.000000,0.000000000000,0.004506217260,0.004506217260
Chongqing Jiangbei,China,Regular,Full Flavor,STD,LONGER THAN KS,112.620000,0.005113145715,0.007518576339,0.002405430624
Lulea,Sweden,Regular,Ultralights,STD,100,0.000000,0.000000000000,0.001211618465,0.001211618465
Cam Ranh,Vietnam,Menthol,Full Flavor,STD,KS,122.200000,0.007066197900,0.023428316142,0.016362118242
Mykonos,Greece,Regular,1mg,SSL,100,0.000000,0.000000000000,0.001283800834,0.001283800834
Almaty,Kazakhstan,NTD,Ultralights,SLI,KS,0.000000,0.000000000000,0.012486894547,0.012486894547
Quito,Ecuador,NTD,Ultralights,STD,KS,0.000000,0.000000000000,0.010644157496,0.010644157496
Kitakyushu,Japan,NTD,Full Flavor,STD,100,0.000000,0.000000000000,0.006335114032,0.006335114032
Oujda,Morocco,Regular,Full Flavor,STD,KS,64463.054000,0.897514755141,0.639675754472,-0.257839000669
London Heathrow,Great Britain,Regular,Ultralights,STD,100,0.000000,0.000000000000,0.003231427254,0.003231427254
Zurich,Switzerland,Regular,Full Flavor,SSL,100,39726.600000,0.052994514352,0.030181033322,-0.022813481030
Hurgada,Egypt,Regular,Full Flavor,SSL,100,0.000000,0.000000000000,0.029090131566,0.029090131566
Suleymania Airport,Iraq,Regular,Full Flavor,STD,100,0.000000,0.000000000000,0.010342129321,0.010342129321
Monterrey,Mexico,Regular,Ultralights,STD,KS,0.000000,0.000000000000,0.011585100138,0.011585100138
Bilbao,Spain DP,Menthol,Full Flavor,STD,KS,0.000000,0.000000000000,0.004057074010,0.004057074010
Paris Orly,France DP,Regular,Ultralights,SSL,100,0.000000,0.000000000000,0.004148161688,0.004148161688
Tirana,Albania,Regular,Full Flavor,SSL,KS,138.400000,0.001062622559,0.002072873767,0.001010251208
Quebec City,Canada,Regular,Lights,STD,100,0.000000,0.000000000000,0.007674899007,0.007674899007
Stuttgart,Germany,Regular,Lights,STD,100,0.000000,0.000000000000,0.025060004089,0.025060004089
Abu Dhabi,United Arab Emirates,Regular,Lights,STD,100,2385.600000,0.002979514340,0.017525548580,0.014546034240
Mangalore,India,Menthol Caps,Full Flavor,STD,REGULAR SIZE,0.000000,0.000000000000,0.056359274236,0.056359274236
Catania,Italy,Regular,Full Flavor,STD,LONGER THAN KS,0.000000,0.000000000000,0.003735899107,0.003735899107
Brussels,Belgium,Regular,Full Flavor,STD,LONGER THAN KS,0.000000,0.000000000000,0.002615321141,0.002615321141
Lyon Saint Exupery,France DP,Menthol Caps,Lights,STD,KS,0.000000,0.000000000000,0.001251661450,0.001251661450
Cairns,Australia,Regular,Full Flavor,SLI,LONGER THAN KS,0.000000,0.000000000000,0.004911338974,0.004911338974
Sanya Fenghuang,China,Regular,Full Flavor,STD,100,3.330000,0.004729509012,0.003024691783,-0.001704817229
Niigata,Japan,Regular,Full Flavor,SLI,100,0.000000,0.000000000000,0.005246206973,0.005246206973
La Paz El Alto,Bolivia,Menthol Caps,Lights,STD,KS,0.000000,0.000000000000,0.056433273117,0.056433273117
Billund,Denmark,Regular,Lights,SLI,LONGER THAN KS,0.000000,0.000000000000,0.002065156971,0.002065156971
Kuching,Malaysia,NTD,Full Flavor,STD,LONGER THAN KS,0.000000,0.000000000000,0.002506280127,0.002506280127
Kagoshima,Japan,Regular,1mg,MAG,REGULAR SIZE,0.000000,0.000000000000,0.002497804754,0.002497804754
Sofia,Bulgaria,Regular,Full Flavor,STD,REGULAR SIZE,0.000000,0.000000000000,0.002852418691,0.002852418691
Lanzarote,Canary Islands,Regular,Full Flavor,STD,100,0.000000,0.000000000000,0.106610539720,0.106610539720
Entebbe,Uganda,Regular,Full Flavor,STD,KS,3232.210000,0.380646423293,0.829318523559,0.448672100266
Nador,Morocco,Regular,Ultralights,STD,100,0.000000,0.000000000000,0.001139956566,0.001139956566
Fes,Morocco,Regular,Ultralights,STD,100,0.000000,0.000000000000,0.001338656697,0.001338656697
Lyon Saint Exupery,France,Regular,Lights,STD,KS,3814.800000,0.041632471320,0.153533992683,0.111901521363
Lyon Saint Exupery,France DP,Regular,Lights,STD,KS,3814.800000,0.041632471320,0.153533992683,0.111901521363
Corfu,Greece,Regular,Full Flavor,SLI,100,0.000000,0.000000000000,0.001074292825,0.001074292825
Manama,Bahrain,Regular,Full Flavor,STD,LONG SIZE,0.000000,0.000000000000,0.013937319766,0.013937319766
Rabil,Cape Verde,Regular,Ultralights,STD,KS,0.000000,0.000000000000,0.049495672808,0.049495672808
Cancun,Mexico,NTD,Full Flavor,STD,100,0.000000,0.000000000000,0.030865223054,0.030865223054
Piarco,Trinidad and Tobago,NTD,Full Flavor,STD,KS,0.000000,0.000000000000,0.026960405012,0.026960405012
Shenyang Taoxian,China,Menthol Caps,Full Flavor,SLI,LONGER THAN KS,0.000000,0.000000000000,0.011707048011,0.011707048011
St. Petersburg Pulkovo,Russia,Menthol Caps,Full Flavor,SSL,KS,0.000000,0.000000000000,0.025852402757,0.025852402757
Guangzhou Baiyun,China,Regular,Ultralights,SSL,KS,0.000000,0.000000000000,0.001248253167,0.001248253167
Ixtapa Zihuatanejo,Mexico,Regular,Lights,SLI,KS,0.000000,0.000000000000,0.001525038606,0.001525038606
Sharjah,United Arab Emirates,Regular,Lights,SLI,LONGER THAN KS,0.000000,0.000000000000,0.002794898518,0.002794898518
Tianjin Binhai,China,Regular,Full Flavor,SLI,LONGER THAN KS,0.000000,0.000000000000,0.017748326582,0.017748326582
St. Maarten Princess Juliana,Saint Marteen (NL),NTD,Ultralights,STD,KS,0.000000,0.000000000000,0.003470770367,0.003470770367
Kumamoto,Japan,Regular,Lights,SLI,100,0.000000,0.000000000000,0.002160887680,0.002160887680
Paris Orly,France,Regular,Full Flavor,STD,100,149.600000,0.000121379192,0.104556331225,0.104434952033
Paris Orly,France DP,Regular,Full Flavor,STD,100,149.600000,0.000121379192,0.104556331225,0.104434952033
Exeter,Great Britain,Regular,Full Flavor,STD,REGULAR SIZE,0.000000,0.000000000000,0.013140709969,0.013140709969
Valencia,Spain DP,Regular,Lights,STD,KS,3828.400000,0.044041450777,0.285225897479,0.241184446702
Valencia,Spain,Regular,Lights,STD,KS,3828.400000,0.044041450777,0.285225897479,0.241184446702
Cali,Colombia,Regular,Full Flavor,SSL,100,11.200000,0.001986055761,0.000318206064,-0.001667849697
Curacao,Curazao,Regular,Lights,STD,KS,0.000000,0.000000000000,0.272961651458,0.272961651458
Beijing Daxing,China,Menthol Caps,Full Flavor,STD,KS,0.000000,0.000000000000,0.018878988359,0.018878988359
Ibiza,Spain DP,Menthol Caps,Full Flavor,STD,KS,0.000000,0.000000000000,0.015615650043,0.015615650043
Santiago Cibao,Dominican Republic,Menthol Caps,Full Flavor,STD,KS,54.000000,0.004044762033,0.037190714737,0.033145952704
Fukuoka,Japan,NTD,Full Flavor,STD,KS,0.000000,0.000000000000,0.027321959829,0.027321959829
Hong Kong,Hong Kong,NTD,Full Flavor,STD,100,0.000000,0.000000000000,0.016165768690,0.016165768690
Beijing,China,Menthol Caps,Full Flavor,SLI,LONGER THAN KS,0.000000,0.000000000000,0.001429204587,0.001429204587
Ho Chi Minh,Vietnam,Regular,Ultralights,SSL,KS,0.000000,0.000000000000,0.001526125765,0.001526125765
La Paz Manuel Marquez de Leon,Mexico,Menthol Caps,Full Flavor,STD,100,0.000000,0.000000000000,0.066668544119,0.066668544119
Santiago Cibao,Dominican Republic,Menthol Caps,Lights,STD,KS,0.000000,0.000000000000,0.014592579944,0.014592579944
Xian Xianyang,China,Menthol Caps,Full Flavor,STD,100,0.000000,0.000000000000,0.001596435865,0.001596435865
Pune,India,Menthol Caps,Lights,STD,KS,0.000000,0.000000000000,0.006683196834,0.006683196834
Rhodes,Greece,Regular,1mg,SSL,100,0.000000,0.000000000000,0.001274381489,0.001274381489
Aomori,Japan,Regular,Full Flavor,SLI,KS,0.000000,0.000000000000,0.003029789687,0.003029789687
Barcelona,Spain DP,Regular,Lights,STD,LONGER THAN KS,0.000000,0.000000000000,0.002439882845,0.002439882845
Madrid Barajas,Spain,Regular,Lights,SLI,LONGER THAN KS,0.000000,0.000000000000,0.002389484311,0.002389484311
Mactan,Philippines,Regular,Full Flavor,STD,100,0.000000,0.000000000000,0.042660129898,0.042660129898
Bamako,Mali,Regular,Full Flavor,STD,100,0.000000,0.000000000000,0.019769571574,0.019769571574
Taba,Egypt,Regular,Lights,STD,KS,0.000000,0.000000000000,0.150069420171,0.150069420171
